iter,time,reward,steps,convergence,policy
774,0.255635,88,14,1.932367185,
775,0.33404,87,15,1.91565354,
776,0.617025,78,24,2.083351031,
777,0.301584,77,25,1.891877167,
778,0.607544,84,18,2.042780214,
779,0.243965,85,17,2.307965709,
780,0.190724,91,11,1.971761282,
781,0.309971,89,13,1.953035891,
782,0.297937,80,22,2.081547267,
783,0.496318,84,18,2.069169424,
784,0.151703,90,12,1.920482699,
785,0.187806,80,22,2.325360526,
786,0.377071,87,15,2.173695468,
787,0.622859,78,24,2.623780969,
788,0.962369,72,30,2.600286961,
789,0.410621,86,16,2.157872277,
790,0.870472,85,17,2.299195403,
791,0.184889,77,25,2.306797009,
792,0.26147,69,33,2.155639109,
793,0.202028,80,22,2.663755506,
794,0.128,91,11,2.360474444,
795,0.330757,25,28,2.41072855,
796,0.130552,91,11,2.606104411,
797,0.429219,89,13,2.418006857,
798,0.330028,84,18,2.343787716,
799,0.338051,87,15,2.70457186,
800,0.095544,84,18,2.556624398,
801,0.125812,90,12,2.663806391,
802,0.429949,84,18,2.680021173,
803,0.515646,82,20,2.634160974,
804,0.84531,84,18,2.909830447,
805,0.353732,89,13,2.880073005,
806,0.353003,89,13,2.520111921,
807,0.260376,78,24,2.566605875,
808,0.534245,83,19,2.507175193,
809,0.715122,86,16,2.198178986,
810,0.310336,82,20,2.214265464,
811,0.275328,79,23,2.117796786,
812,0.346439,85,17,2.43804475,
813,0.340604,86,16,1.975038291,
814,0.231931,88,14,1.715376915,
815,0.367224,79,23,1.694806961,
816,0.380353,80,22,1.735318998,
817,0.289915,83,19,1.788380693,
818,0.390928,88,14,1.758329841,
819,0.492672,88,14,2.128119506,
820,0.292467,78,24,2.4768382,
821,0.263658,82,20,2.456231498,
822,0.456205,84,18,2.148916907,
823,0.885059,83,19,2.221822839,
824,0.206405,86,16,2.186921535,
825,0.498507,90,12,1.802430479,
826,0.253447,88,14,1.76068332,
827,0.874119,82,20,1.617078789,
828,1.622061,87,15,1.612750239,
829,0.375977,91,11,1.307989249,
830,0.777481,83,19,0.997596936,
831,0.579464,86,16,1.036335241,
832,0.467874,82,20,1.033417638,
833,0.43943,79,23,0.991422027,
834,0.332216,83,19,1.369441415,
835,0.254176,83,19,1.369202577,
836,0.393116,89,13,1.524931548,
837,0.543361,89,13,1.324642632,
838,0.185253,90,12,1.747140279,
839,0.279338,87,15,1.619087541,
840,0.284809,78,24,1.582963095,
841,0.419373,87,15,1.556276784,
842,0.688501,88,14,1.633175915,
843,0.273139,68,34,1.715769039,
844,0.36759,87,15,1.438464471,
845,0.179419,84,18,1.41358487,
846,0.213334,91,11,1.255634463,
847,0.431043,78,24,1.231120378,
848,0.324193,86,16,0.82367716,
849,0.670997,82,20,0.851452128,
850,0.321276,80,22,1.090317745,
851,0.68923,87,15,1.319091131,
852,0.264387,87,15,1.232349572,
853,0.336957,84,18,1.488421691,
854,0.29429,81,21,1.432499862,
855,0.153892,87,15,1.604828864,
856,0.279704,88,14,1.629334021,
857,0.159726,83,19,2.014890111,
858,0.315441,84,18,2.456387232,
859,0.113778,80,22,2.571685525,
860,0.379988,86,16,2.341259075,
861,0.282986,79,23,2.560567717,
862,0.764718,89,13,2.903108877,
863,0.316535,79,23,2.569257448,
864,0.288821,77,25,2.551341507,
865,0.189265,87,15,2.397280633,
866,0.502882,84,18,2.367477487,
867,0.609002,88,14,2.027205351,
868,0.402233,86,16,1.571782605,
869,0.238131,87,15,1.461641541,
870,0.299031,87,15,1.854528306,
871,0.249071,85,17,1.388942947,
872,0.157174,37,16,1.214201751,
873,0.254906,89,13,1.641681578,
874,0.285538,79,23,1.65425457,
875,0.492307,85,17,2.056895167,
876,0.2622,81,21,2.050142385,
877,0.215521,87,15,2.382087588,
878,1.08344,86,16,2.559900669,
879,0.632341,88,14,2.546828595,
880,0.46058,85,17,2.395779453,
881,0.579828,90,12,2.414866366,
882,0.479179,91,11,2.232653535,
883,0.497048,86,16,2.236270033,
884,1.317925,90,12,2.333920756,
885,0.520751,78,24,2.195163933,
886,0.239224,88,14,2.226787603,
887,0.282257,88,14,1.865411746,
888,0.660785,90,12,1.884012901,
889,0.444536,90,12,1.863629515,
890,0.358108,76,26,1.600531816,
891,0.452923,86,16,1.587927516,
892,0.432501,87,15,1.666798667,
893,0.393846,88,14,1.268522266,
894,3.667142,88,14,1.541344133,
895,0.863908,61,41,1.600354543,
896,0.738461,77,25,1.621621141,
897,0.357378,87,15,1.809099718,
898,0.202393,88,14,1.914769033,
899,1.455407,84,18,2.011555061,
900,1.246085,72,30,2.228350294,
901,0.666256,84,18,2.265441547,
902,1.018165,83,19,2.209510666,
903,0.309972,86,16,2.184740064,
904,0.40661,90,12,1.836274159,
905,1.052808,83,19,1.552274354,
906,0.42849,88,14,1.499596881,
907,0.351179,86,16,1.597065481,
908,0.828535,71,31,1.288365118,
909,1.017435,90,12,1.218155179,
910,0.840205,-16,20,1.26252149,
911,1.365332,90,12,1.268832761,
912,0.31617,89,13,1.289171779,
913,0.515646,84,18,1.246552604,
914,0.682666,69,33,1.206906094,
915,0.873025,78,24,1.198886964,
916,0.838016,81,21,1.44263769,
917,0.253447,87,15,1.152082909,
918,0.393846,83,19,1.445556675,
919,0.342791,86,16,1.782219281,
920,0.202757,88,14,1.502710708,
921,0.278245,82,20,1.473482019,
922,0.864272,83,19,1.445144231,
923,0.365036,87,15,1.668293344,
924,0.692877,71,31,1.701742777,
925,0.543362,89,13,1.682479595,
926,0.68449,78,24,1.518514243,
927,1.292033,88,14,1.512839012,
928,0.746483,84,18,1.224293603,
929,0.362849,83,19,0.888059237,
930,0.482826,82,20,0.918284965,
931,0.141493,89,13,0.913107962,
932,0.268034,39,14,1.132856668,
933,0.130917,91,11,1.21661888,
934,0.474073,39,14,1.577658277,
935,0.226826,91,11,1.576804581,
936,0.191453,82,20,1.530741362,
937,0.258552,89,13,1.531584312,
938,0.475897,90,12,1.546728866,
939,0.381082,83,19,1.53016957,
940,0.474074,83,19,1.729414535,
941,0.524398,83,19,1.888765368,
942,0.394575,88,14,1.680506059,
943,0.595874,91,11,1.383151087,
944,0.808478,89,13,1.276298098,
945,0.308148,89,13,1.33253347,
946,0.422655,82,20,1.343415322,
947,0.317629,82,20,1.414655352,
948,0.600615,87,15,1.419334936,
949,0.237766,88,14,1.40642333,
950,0.328934,81,21,1.271519232,
951,0.17869,85,17,1.162065176,
952,0.19364,85,17,1.305631997,
953,0.227191,85,17,1.296399285,
954,0.260375,87,15,1.431551247,
955,0.33878,86,16,1.360767799,
956,0.356649,84,18,1.348932943,
957,0.632706,90,12,1.291523445,
958,0.713663,84,18,1.269563157,
959,0.530597,88,14,1.362803121,
960,0.297572,90,12,1.616079115,
961,0.23886,88,14,1.573273692,
962,0.696159,80,22,1.494031429,
963,0.398222,85,17,1.515137852,
964,0.121071,85,17,1.10429082,
965,0.545549,86,16,1.108406853,
966,0.180148,80,22,1.092391711,
967,0.469333,89,13,1.122908915,
968,0.251259,88,14,1.144334449,
969,0.291008,85,17,1.320783926,
970,0.385458,85,17,1.009063064,
971,0.632341,83,19,1.413154273,
972,0.439065,85,17,1.505269027,
973,0.520752,85,17,1.508987194,
974,0.596604,91,11,1.51030618,
975,0.625777,84,18,1.491625305,
976,0.554666,80,22,1.501682405,
977,0.92262,84,18,1.552361125,
978,1.279999,28,25,1.990501963,
979,1.4565,85,17,1.753923767,
980,0.71184,86,16,2.086734431,
981,0.388741,87,15,2.021604765,
982,0.389105,78,24,1.895277,
983,0.53935,79,23,2.282194391,
984,0.588216,75,27,2.338018415,
985,1.316102,82,20,2.599321367,
986,0.469698,88,14,2.896048226,
987,0.860261,80,22,3.186751816,
988,0.518199,85,17,3.126316411,
989,0.81723,87,15,3.107060238,
990,0.558678,79,23,2.950723717,
991,0.537891,87,15,2.883011615,
992,0.741742,70,32,2.836284291,
993,0.269493,89,13,2.824204292,
994,0.284809,88,14,2.786277831,
995,0.67355,84,18,2.874315397,
996,0.158268,87,15,2.5621308,
997,0.704911,91,11,2.338624974,
998,0.392751,86,16,2.204565771,
999,0.305596,87,15,2.662993481,
1000,1.032751,80,22,2.836727388,
